127.00000,77.00000,90.00000
35.00000,129.00000,70.00000
53.00000,54.00000,146.00000
64.00000,49.00000,57.00000
149.00000,144.00000,69.00000
126.00000,97.00000,149.00000
79.00000,145.00000,118.00000
59.00000,77.00000,98.00000
115.00000,146.00000,117.00000
136.00000,42.00000,46.00000
73.00000,113.00000,145.00000
150.00000,108.00000,91.00000
42.00000,97.00000,66.00000
131.00000,49.00000,116.00000
41.00000,129.00000,107.00000
133.00000,103.00000,116.00000
136.00000,145.00000,96.00000
71.00000,52.00000,124.00000
114.00000,74.00000,63.00000
151.00000,133.00000,118.00000
67.00000,67.00000,76.00000
64.00000,121.00000,124.00000
156.00000,98.00000,62.00000
43.00000,91.00000,140.00000
142.00000,72.00000,141.00000
35.00000,138.00000,81.00000
123.00000,96.00000,130.00000
144.00000,124.00000,76.00000
136.00000,119.00000,104.00000
134.00000,95.00000,98.00000
132.00000,62.00000,75.00000
44.00000,69.00000,65.00000
50.00000,72.00000,83.00000
132.00000,67.00000,105.00000
133.00000,140.00000,79.00000
128.00000,123.00000,129.00000
73.00000,61.00000,96.00000
58.00000,53.00000,110.00000
164.00000,119.00000,82.00000
134.00000,112.00000,87.00000
130.00000,108.00000,95.00000
122.00000,74.00000,81.00000
135.00000,50.00000,57.00000
131.00000,70.00000,132.00000
123.00000,126.00000,113.00000
59.00000,87.00000,110.00000
142.00000,133.00000,100.00000
64.00000,55.00000,68.00000
136.00000,74.00000,91.00000
58.00000,74.00000,100.00000
76.00000,124.00000,135.00000
132.00000,103.00000,142.00000
45.00000,63.00000,74.00000
70.00000,43.00000,90.00000
68.00000,95.00000,140.00000
141.00000,126.00000,113.00000
140.00000,101.00000,90.00000
123.00000,56.00000,46.00000
148.00000,102.00000,114.00000
129.00000,116.00000,145.00000
69.00000,76.00000,64.00000
129.00000,83.00000,120.00000
136.00000,126.00000,101.00000
125.00000,106.00000,135.00000
55.00000,64.00000,67.00000
131.00000,73.00000,103.00000
130.00000,126.00000,113.00000
132.00000,115.00000,108.00000
134.00000,104.00000,95.00000
131.00000,86.00000,92.00000
64.00000,72.00000,95.00000
59.00000,116.00000,121.00000
70.00000,75.00000,89.00000
59.00000,51.00000,68.00000
139.00000,116.00000,81.00000
137.00000,67.00000,84.00000
138.00000,58.00000,86.00000
127.00000,70.00000,71.00000
60.00000,69.00000,142.00000
64.00000,55.00000,76.00000
143.00000,82.00000,146.00000
151.00000,103.00000,96.00000
64.00000,50.00000,65.00000
64.00000,113.00000,128.00000
122.00000,145.00000,108.00000
121.00000,92.00000,138.00000
120.00000,80.00000,67.00000
154.00000,110.00000,87.00000
62.00000,71.00000,148.00000
115.00000,138.00000,122.00000
139.00000,148.00000,104.00000
122.00000,81.00000,91.00000
132.00000,74.00000,89.00000
129.00000,116.00000,124.00000
134.00000,46.00000,111.00000
126.00000,64.00000,112.00000
133.00000,71.00000,83.00000
122.00000,133.00000,117.00000
133.00000,112.00000,95.00000
133.00000,142.00000,75.00000
