17.000,98.000,64.000
17.000,110.000,62.000
17.000,114.000,59.000
17.000,115.000,46.000
18.000,107.000,56.000
18.000,119.000,47.000
18.000,124.000,44.000
19.000,92.000,61.000
19.000,138.000,45.000
19.000,141.000,37.000
20.000,68.000,46.000
20.000,82.000,51.000
20.000,115.000,53.000
20.000,117.000,65.000
20.000,122.000,71.000
20.000,129.000,56.000
21.000,90.000,63.000
21.000,104.000,53.000
21.000,113.000,58.000
21.000,123.000,59.000
21.000,148.000,32.000
21.000,151.000,36.000
22.000,53.000,40.000
22.000,64.000,46.000
22.000,70.000,50.000
22.000,107.000,58.000
22.000,145.000,56.000
22.000,157.000,22.000
23.000,104.000,86.000
23.000,112.000,55.000
23.000,118.000,76.000
23.000,123.000,81.000
23.000,131.000,66.000
24.000,71.000,58.000
24.000,80.000,80.000
24.000,82.000,99.000
24.000,91.000,58.000
24.000,114.000,70.000
24.000,129.000,46.000
24.000,131.000,74.000
24.000,147.000,37.000
25.000,72.000,55.000
25.000,75.000,68.000
25.000,103.000,62.000
25.000,131.000,65.000
25.000,157.000,36.000
26.000,45.000,51.000
26.000,71.000,52.000
26.000,81.000,87.000
26.000,95.000,67.000
26.000,101.000,86.000
26.000,110.000,100.000
26.000,119.000,88.000
26.000,133.000,78.000
26.000,134.000,51.000
26.000,146.000,56.000
27.000,70.000,107.000
27.000,90.000,82.000
27.000,95.000,94.000
27.000,98.000,102.000
27.000,101.000,89.000
27.000,103.000,104.000
27.000,140.000,51.000
27.000,142.000,44.000
27.000,148.000,55.000
27.000,150.000,46.000
27.000,166.000,27.000
28.000,68.000,85.000
28.000,72.000,73.000
28.000,79.000,59.000
28.000,85.000,70.000
28.000,108.000,83.000
28.000,112.000,54.000
28.000,122.000,94.000
28.000,135.000,54.000
28.000,138.000,78.000
28.000,157.000,31.000
28.000,158.000,44.000
28.000,161.000,35.000
29.000,37.000,36.000
29.000,56.000,49.000
29.000,68.000,66.000
29.000,91.000,73.000
29.000,93.000,111.000
29.000,106.000,58.000
29.000,112.000,87.000
29.000,122.000,62.000
29.000,139.000,64.000
29.000,141.000,63.000
29.000,144.000,69.000
30.000,67.000,60.000
30.000,69.000,95.000
30.000,71.000,66.000
30.000,89.000,100.000
30.000,96.000,61.000
30.000,98.000,136.000
30.000,99.000,94.000
30.000,108.000,92.000
30.000,112.000,81.000
30.000,125.000,58.000
30.000,135.000,71.000
30.000,152.000,51.000
31.000,53.000,55.000
31.000,59.000,84.000
31.000,63.000,106.000
31.000,76.000,77.000
31.000,85.000,62.000
31.000,89.000,120.000
31.000,93.000,112.000
31.000,99.000,138.000
31.000,127.000,86.000
31.000,130.000,48.000
31.000,130.000,73.000
31.000,141.000,72.000
31.000,146.000,63.000
32.000,29.000,37.000
32.000,63.000,78.000
32.000,73.000,119.000
32.000,91.000,139.000
32.000,108.000,132.000
32.000,130.000,103.000
33.000,29.000,39.000
33.000,38.000,62.000
33.000,40.000,45.000
33.000,54.000,53.000
33.000,59.000,64.000
33.000,73.000,90.000
33.000,74.000,130.000
33.000,75.000,63.000
33.000,80.000,76.000
33.000,82.000,67.000
33.000,104.000,138.000
33.000,107.000,126.000
33.000,112.000,71.000
33.000,119.000,52.000
33.000,119.000,78.000
33.000,125.000,78.000
34.000,58.000,115.000
34.000,78.000,115.000
34.000,79.000,69.000
34.000,83.000,84.000
34.000,85.000,109.000
34.000,88.000,148.000
34.000,90.000,116.000
34.000,93.000,57.000
34.000,102.000,58.000
34.000,111.000,110.000
34.000,115.000,83.000
34.000,117.000,65.000
34.000,136.000,81.000
34.000,158.000,65.000
35.000,30.000,33.000
35.000,36.000,59.000
35.000,38.000,39.000
35.000,59.000,102.000
35.000,76.000,56.000
35.000,86.000,78.000
35.000,98.000,132.000
35.000,101.000,96.000
35.000,103.000,104.000
35.000,115.000,117.000
35.000,117.000,57.000
35.000,124.000,86.000
36.000,42.000,50.000
36.000,47.000,86.000
36.000,48.000,65.000
36.000,73.000,117.000
36.000,82.000,125.000
36.000,83.000,103.000
36.000,89.000,106.000
36.000,94.000,62.000
36.000,98.000,67.000
36.000,98.000,125.000
36.000,109.000,71.000
36.000,113.000,54.000
36.000,114.000,72.000
36.000,117.000,103.000
36.000,146.000,78.000
36.000,152.000,81.000
36.000,153.000,74.000
37.000,34.000,52.000
37.000,50.000,55.000
37.000,59.000,68.000
37.000,59.000,134.000
37.000,74.000,75.000
37.000,77.000,149.000
37.000,81.000,112.000
37.000,94.000,70.000
37.000,105.000,150.000
37.000,107.000,142.000
37.000,122.000,131.000
37.000,138.000,94.000
38.000,54.000,87.000
38.000,72.000,83.000
38.000,73.000,66.000
38.000,75.000,87.000
38.000,79.000,154.000
38.000,83.000,140.000
38.000,89.000,116.000
38.000,91.000,96.000
38.000,96.000,147.000
38.000,105.000,82.000
38.000,108.000,55.000
38.000,115.000,94.000
38.000,119.000,129.000
38.000,120.000,122.000
38.000,129.000,97.000
38.000,136.000,90.000
38.000,145.000,87.000
